Nama Akun,Ulasan
S***i,"barangnya cepet banget sampenyaa, suka bgt sm barangnya dan aman packagingnya"
Winda,puas banget
E***e,pengemasan cepat barang selalu sesuai tidak pernah mengecewakan
gloria,Top bgt. Pengiriman cepet. Produk packing aman. Produk original.
R***i,"Pengiriman cepat, barang aman dan sesuai dengan pesanan."
a***a,"pengiriman nya cepet bgtttt, gak sampe 24 jam setelah order udah sampe paketnya, + dapet potongan 20rb. mantap make over."
d***a,mantaaaaaaaaaaaaaaap dapet diskonnnnnnnnn
L***y,Suka dengan warnanya
Y***i,"pengiriman cepat dan packingan aman, produk original"
Ida,"respon cepet, pengiriman cepet"
W***y,Oke warnanya suka bgt
A***s,BagussssssssssssssssssssssssssBagussssssssssssssssssssssssssBagussssssssssssssssssssssssssBagussssssssssssssssssssssssssBagussssssssssssssssssssssssss
Dyah,Good quality
k***a,k***a
S***a,Barangnya cepat sekali sampai dan sesuai dengan yang di mau.
N***a,"Mantap selalu puas belanja disini, pesen smlm skrg udah sampee"
S***A,S***A
V***e,"Oke sih, tp kurang segar kalo sy pake, jd keliatan pucat. Tp oke la, buat pas santai / OR aja"
Ver,sukaa... dan cepet sampenya.. thanks ya...
Widya,"warnanya bagus, pengiriman cepat, packing aman bgt, thankyouu"
Alivia,barang bagus cepat diterima dan sesuai pesanan..terimakasih
Lutfira,Sangat puas sesuai ekspetasi
J***e,"brg sesuai deskripsi, berfgsi dg baik apket rapih rekomended seller"
Felly,Secinta itu tolonggggg ini barang rebutan kaum hawa🥰🤣
pasha,makasih makeover dpt discount... warnanya cantik...mksh jg toped
Melda,agak gelap kurang matte lumayan lah thank
ragil,"selalu puasssss , pengirimannya ceoet bgt !!"
K***a,ini yg ku cari2 mantap banget geng
Haryo,responsif👍
A***K,A***K
N***a,"Sukaaa bangettt belanja makeover lewat tokopedia, selalu dapet voucher toko&pas lg diskonn jd murahh☺️☺️"
S***i,"bagusss, dipacking dengan rapi dan aman..."
Nunik,discound nya lumayaaan banget 😁😁
Catherine,sesuai pesanan..
Diah,"packaging sangat bagus, aman, dan warnanya cakep"
Riza,"Alhamdulillah sudah sampai, diterima dalam kondisi baik. Sneng banget warna nya sesuai ekspektasi. 😍"
d***e,"pucet bgt warnanya, bikin kering"
Maria,Puasss!
Nendra,sipp..
Nelly,warnanya bagus banget dan cocok d bibir saya hehe... tks
Sekar,Sekar
Ii'misba,"packing rapi, warna sesuai pas banget aku sukaa"
desi,barang cepat sampai
H***a,paket sesuai pesanan. thank you
Iinratnasari,ringan sih dan cocok z
Elma,Sukaaaa bangets
Srit,"mantap pengiriman cepat, dan sesuai orderan makasih 😍"
A***r,"kecepatan pengiriman sangat baik. respon penjual sangat baik. packing ok, aman. produk original. selalu puas belanja disini. barang sesuai pesanan. bagus bangeet, sukaa 😍"
E***i,"suka sekali belanja di tokopedia, barang asli, pengiriman cepat dan sellernya ramah"
T***a,"Bagus warnanya, lembut juga saat dipake, packaging aman, pengiriman juga cepat"
A***a,produk bagus.. pengiriman cepat.. tks seller... sukses selalu
Lusi,bagussss bangettt
D***a,"respon dan pengiriman cepat, barang ok"
j***e,official memang aseli.
j***e,official memang aseli.
Ria,"produk ok, lg harga promo. free ongkir. kereen. tq seller."
R***a,Official Store paling gercep 👍
Wida,"Pengiriman cepat banget,malam pesen siang nyampe.Packing super aman dan dapat harga diskon.Udah dicobain lipstiknya lembut banget"
Mr,"bagus, original"
D***i,"layanan nya cepat.. saat dicoba lipstiknya memang ringan tapi ga transferproff, saat diaplikasikan ga bisa merata dan ga tahan lama.. ga akan beli lagi.. cukup ini aja utk cobain produk"
T***a,pengiriman cepet thankyou seller!
Mila,"Kirain korban racun abis liat beauty vlogger, eh ternyata emang sebagus ini produknya😍😍"
Bremani,barang aman sampe ditangan
S***i,"proses pengemasan dan pengirimannya cepet bgt, barang sesuai dgn pesanan, packingannya pun rapih dan aman"
Giska,"kemarin pesen hari ini langsung sampe, barang sesuai, suka bangettt"
Fidelis,Puas :)
T***a,"Pagi check out, siang jam 3 udah diterima dong"
Lifnoriza,bagusss
F***a,F***a
D***a,"packaging nya aman banget, warna nya sesuai, suka banget😍 pengirimannya cepet"
R***a,wah senangnya sesuai semua pesanan dan free giftnya makasi
eva,good product keliatan nya ori
a***x,Barang datang sesuai pesanan makasih
Intan,pengemasan sangat baik. terimakasih
Nieta,"sukkkaaa bgt, GeeCep jg penjual nya, thanks bgt y... thanks diskonnya...🤩"
Nadya,Nadya
Yani,lipstiknya aku suka.....thanks
anis,anis
L***a,"udh yg kesekian kali ,packing rapih aman sampainya cpt"
Erna,"Fast respon, seller ramah skali, packing rapi, pengiriman cepat, produk jg bagus, RECOMMENDED SELLER. Thx TOKPED & MAKE OVER OFF"
R***a,Gercep abis. Pesan malam besok pagi sudah sampai 👍
Ria,pembelian kedua. br pake sekitar sebulan eh ketinggalan pas lagi ke luar kota. Pas banget ada diskon. Masa berlaku masih sampai November 2022 🥰🥰🥰
D***a,puass bngtt sesuai dengan pesanan
a***a,"suka sekali , ringan di pakai exp juga msih aman lama best pokoknya 🤗🤗🤗"
V***i,"Packaging selalu rapih seperti biasanya dan sangat aman dibubble wrap serta diberi dus lebih besar. Barang diterima dengan keadaan baik, dari kemasan maupun isinya. Thank you."
Astri,"pengiriman cepat,,packing wow berlapis lapis bublewrap nya..☺️😘 next order lagin"
R***y,"Udh bkali2 bli lipstik nya pas lg flash sale, make over mmg baguuss"
R***y,Luuvvv it
Venny,Bagusssss.. hrg pun pas dpt hrg promo sukaaaaaa. Terima kasih dan sukses selalu utk make over official shop dan toped⭐⭐⭐⭐⭐
E***a,"Untuk sekelas official store adminnya fast respons sekali dan waktu proses cepat di kirim di hari yang sama, barangnya bagus, exp date pun 2023"
Utari,pengirimannya cepat dan kualitas. oke banget
Fitriyani,"barang oke packing aman dan rapi, pengiriman express. tks Tokopedia"
Endaryanie,"Alhamdulillah tiba juga, packing aman banget best pokoknya. produk sesuai n cocok n lembut dibibir. proses n pengiriman cepat. dpt harga flash. terimakasih ya n sukses truss"
E***a,Cool !!! ga ada 24jam barang smpe cepet bgt pdhl pake yg free ongkir . lipmatte yg skye akhirnya flashsale senengggg bgt !!!! make over good job !
Bunga,Bunga
Rhea,lipsticknya bagus
Lia,"fast respon, suka banget, lembut dibibir, warna pink natural"
Leni,puas sesuai pesannan seller ramah dan cepat terimakasih
R***h,respon cepat barang sesuai pesanan
L***a,"thx ,next order lagi"
A***s,"produk nya original, pengemasan nya rapih bgd, suka deh belanja di sini. thanks seller"
Ratu,good
B***g,"Sesuai pesanan dan pengiriman lmyn cepat mengingat menjelang akhir tahun ya. Kl soal produk ga usa ditanya,tp krn lg hrg nyungsep banget jd nyoba yg crayon ini. Ternyata dpt yg ed msh **.02/2022 dan warna Iris cukup oke kok, buat sehari² cocok juga. Ga ada wanginya,mayan ringan tp gampang transfer. Yg di foto itu atas crayon Iris, bawah cliquematte Flamingo. Thanks MO off, Toped n kurir ya. Selamat menyambut pergantian tahun 2020 ke 2021 👏👏👏."
V***a,love it
Endang,"lipstik ter the best menurut q, ringan di bibir, warna ini cocok bgt di bibir gelap ,, jadi pingin koleksi semua warna"
R***a,"Puas banget belanja di sini, dijamin ORI. packing jg super aman. Dapat harga ptomo super murah dan exp.date msh panjang sampai 2022. Love it"
A***r,"kecepatan pengiriman sangat baik. packing ok. respon penjual sangat baik. kualitas produk ok. produk original. barang sesuai pesanan. bagus bangeet, sukaa 😍"
s***i,bagus sesuai pesanan
M***i,paking nya rapih. barang aman. terima kasih..
N***r,sesuai keinginan good
H***i,H***i
Diana,Diana
A***a,"suka lipstik ini, apalagi dpt harga diskon"
N***n,kualitas pasti oke... terimakasih
M***a,beli pas promo dg warna yg pas d hati. mksh
s***i,👍
Erna,"barangnya ok, respon penjual dan pengiriman nya cepet banget...kmrin pesen hari ini dah nyampe 👍"
R***a,warnanya bagus.
f***a,"lipstik enak dipakai, ringan & ngga kering di bibir. Packaging super aman."
Anjas,"produk original pengiriman cepat, packing rapi"
Widya,puas banget packing aman banget pengiriman cepat..syuka sekali sm barangnya
Etafitrian,bagus banget murah lagi. makasih yaaa
N***r,bagus sesuai pesanan.
Elvira,"puass belanja disini, pengiriman cepat n yg di kirim sesuai. next mau order lg warna lain.sukses selalu ya, Luv.. 😍"
Venny,warna yg sy suka belinya pas flash sale pula 😊
Fadhil,mantabs
N***a,"Puas bgt, barang ny real no tipu2, cpt sampai ny, packing ok, harga ny pas bgt lg flash sale"
Ryna,"tidak sesuai pesanan, pesan warna harper yang datang iris jadi agak kecewa ☹😭"
Nurhayati,"Thank you 😍,,, kemarin order,, besoknya langsung sampai ,, wow 🤩,, recomended seller 👍🏻👍🏻👍🏻"
Hikmah,"barangnya sesuai, pengirimannya cepat,"
E***a,"barang cepat sampai, kualitas produk bagus, terima kasih"
Nia,"Is The Besssst,,,Mksh Ya Free Gift nya."
ade,👍👍
Rival,produk sesuai dan cepat... seller rekomen... makasihhh kami suka kami suka
yeni,yeni
l***y,"Bagus warnanya, packingnya jg rapi"
Yulia,bagus bgt awarna y pas di bibir akyu💕
N***n,pengiriman cepat. produk sesuai deskripsi. tidak kering di bibir warna sangat pigmented. love it
M***a,"warnanya sesuai, bagus, pengiriman cepat."
meita,meita
Titi,"Pengiriman cepat,kemasan aman pakai bubblewrap + box,expired date msh lama sampai 08112022.Mantap!"
a***h,👍👍👍👍👍
A***h,puaass banget terimakasih
Evi,"Mantap gaess, packing super rapih 💃"
Nur,bagus
C***s,"puas bangeeet barang sampai tepat waktu, terus expirednya ternyata masih pada lama tgl expirednya. cucok banget warna crayonnya utk bibir hitam dan kulitku, sukaaaa deh 😍"
Yuyun,"waah asik banget, beli pas lagi promo jadi dpt harga murah, mksih seller"
J***n,"barangnya komplit, packingannya baik, barangnya cepat sampai"
C***a,"cepet ngirimnya, barangnya bagus packing nya aman banget banget banget, cuman segede gitu duanya gede pake bubble wrap lagi hebat"
T***s,T***s
Ayu,packingnya rapih dan barangnya bagus
lela,Syukaa bgt sama warna nya trus harganya lbh murah lagi d bandingin toko sebelah dan dapet gratis ongkir pula pokoknya keren bgt tokped👍👍
Thia,Thia
O***m,terimakasih barang sudah sampai & sesuai pesanan..
H***a,sampai cepat banget n packing pun oke bangett
I***a,mantullllllllllll banget ini lipsnya
Kurniati,produknya bagus dan ada bonusnya juga
L***a,dari kapan tauu pengen ini skrg kesampean seneng bgt dehh pengemasan terbaik dan cpt bgt sampenya
Ella,"packing aman, pengiriman cepat, seller fast respon, expired masih lama. thanks 👍"
tanti,cepet bgt pengirimannya makasi
Mira,suka banget warnanyaa😍 thanks!
R***e,"kualitas produk bagus, harga murah..the best makeover"
M***a,"Warnanya bagus sekali, tdk bikin bibir kering , thanks selller"
Desy,Sukaaaa. Barang original. Pengiriman cepatt. Banyak banyakin diskonn biar belanja disini wkwkwk
Marseli,"Barang sdh smpai respon cepat,packing rapi pake kardus besar pula pdhal cm 1 lipstik. Recomanded bgt next pesen dsni lg kl abis nanti.. Trmksi"
E***r,"pke lipstick yg crayon, no 103, warna bibir, matt, tahan lama, pengiriman cepet bgt, hari ini order, besok pagi udah diterima. dapet masker pula. sippp lahhh..."
V***a,Aaaa pengirimannya cepet bangettt
Meita,bagus bangeeet dan lembab di bibir ga kering
Keisha,makasihh sesuai pesanan dapet gratis masker jugaaa
Tamie,Jelek warnanya wkwk
Fatimah,cakep banget warna nyaaa
Ibu,terima kasih
Sumiyati,"paket sampai dengan cepat dan selamat, packing nya rapih dilapisi bubble wrap. okee bangetlah. Terima kasih dan sukses selalu"
Feby,"Kualitas produk sangat baik, produk original, harga produk sangat terjangkau, produk original, harga produk sangat baik, respon penjual sangat baik"
via,"Makasih ya free maksernya hihi warna ini yg aku cari banget ugh luv deh untuk lip gloss dan sticknya gumuy, pengiriman cepet hari ini langsung sampe padahal order kemaren Hehe"
Nurhasanah,pesan kemarin siang hari ini barang sudah sampai packing bagus syuuuuuukaaaa sekalia
Yanto,"lipstiknya bagus ga bikin bibir kering, warna yg di gambar dg warna aslinya jauh beda. aku pilih warna broklin atas rekomendasi temen ku, untungnya sesuai seleraku."
Dedeh,eduuuuun baru ge kemaren mesen masa td jam 3 udh sampe aja sih !!! cepet bgt siiihhh jd enak nih kak 😁😁 makasiiiihhh banyaaaakkkk karenan pesananku oriiiiii😻😻😻😻😻😻😻❤❤❤❤❤ loveyouuuuuuu Make Over !!😘
agustiana,mantapppp barang bagus asli.
R***a,"Pesen tgl 14 nov, sampai tgl 18 nov pagi no resinya blm ada d sistem. Setiap dichat selalu dsuruh tunggu, dan hampir saya batalin. tiba2 sorenya paket uda langsung nyampe dirumah."
Nurhasanah,"Smua nya, respon seler , kurir , di tambah lg pesanan itu cpt bngt dtng nya, mlm pesan , bsk sore dh datang👍🏿"
H***i,puaass... syuka sama dimungil crayon ini.. gampang makenya dan ga bikin bibir kering.. pengiriman pun aman dan cepat.. trimaksih seller n toped😍
tikkkaaa,packing nya aman bngt 👍
rieke,baguuuusss bangettttt
A***k,"Sudah langganan beli disini, pengirimannya cepat, barangnya oke."
Annisa,mantap ceepet bgt sampe nya 😍
alviap,my fav❤️
Nengyati,harga discount.. free ongkir..pengiriman cepat 😍
Destri,warnanya cantik sesuai pesanan
Indah,Base ombre terbaik..
Tasya,"barang cepat sampai, dapat bonus lagi"
N***i,bentuk crayon mudah digunakan cuma warna tidak sesuai ekspektasi. warna di bibir cenderung orange dan nude
M***a,Beli 3 brg dpt free produk lain. Pengiriman tepat waktu dibungkusnya rapi. Makasi yaa!
Tya,"bagus bngt lipstiknya... pengirimannya juga cepat.. g nyesel belinya. kurirnya juga baik,ramah... tokopedia 👍"
M***d,"sesuai yg di harapkan , kulitas ok , mantap sekali"
U***i,"Pengiriman cepat .. trus surprise, banyak gratisannya..: thanks makeover .. thanks toped"
Nurul,bagussssss
Imam,kak terimakasih yah atas produk nya dan saya sangat suka terimakasih juga atas bonus nya love 😍 saya mau order lagiii kak 😘😘
s***a,"pengirimam cepet bgt, pas dapet disc gede . makasih makeover 🙏 sukses selalu yaaa"
santy,seneng banget dan kaget pas buka pesenan ada 2 item...saya dapat bonus lipstik ultra hi matte dari make over..thankyou❤❤
Fitri,"bagus sesuai foto, dan aku dapet free lipstik intense matte tapi syg warna unguuuu🥺 tapi ya lumayan bgt dapet free"
Helfy,pengiriman cuman 1 hari. gratis ongkir plus dapet hadiah juga
Ely,Terimakasih untuk bonusnya. Laris manis
Verra,"benar2 puas, pengiriman cepat, barang original ,respon admin cepat, bakal jdi langganan make over.. terimakasihhhh"
R***n,saya pesen skye tp yg datang harper
Serendipity,Makasihh dikasih bonus kakakk.. sukses terus yaa!!
Eko,Mantull......
Susanti,"Sukaaaaaa sekali....barang ori,harga super kompetitif,plus dikirim free lipstik.....wadidauuu...bener2 nggak kuku buat belanja make over lagi....thanks makeover"
U***i,"Deskripsinya transferproof, ternyata tidak. Warnanya lebih muda dr yg di foto"
Arry,Alhamdulillah
Dede,Bagus
R***a,"Barang bagus, hanya saja kardus peyok banget. Untung barang di dalamnya gpp. Gatau salah seller atau ekspedisinya. Sering2 promo ya. Thanks."
Balqis,kurang melembapkan tsay.. kering di bibir aku
R***n,"ini warna cantik bangetzzzzzz...luv luv luv...benar2 bagus. syukurlah terima produk dlm keadaan utuh,ga patah. it will be the one of my fav.. thank you."
P***a,P***a
R***i,Demi apa beli lipen kece ini cuma bayar 12rb free ongkir pula..thanks Tokopedia
Grace,"Super packingnya, mantap"
YUNITA,Warnanya baguuuus bgt di bibir natural ❤️
Rahmadi,"Packing aman, brg asli dan recomend toko"
munayyah,Kecewa karena harga sebelum cek out harga promo Tiba2 pas cek out harga di normalkan Setelah cek out harga kembali di promokan Hati2 saja waktu belanja di teliti kawan
Susy,Packing rapi n gercep..
d***l,"Pengiriman cukup cepat, packing barang aman dan warna nya sangat bagus. Sesuai dengan warna kulit"
V***a,Packing rapi... Double double Buble
O***e,Terimakasih pAketny sudah diterima.. pEngemAsAnnyA sAngAt bAik... 🙏🏻🙏🏻👍🏻👍🏻🌟🌟🌟🌟
Elok,"Sesuai pesanan, Terima kasii"
Saena,"enak dipake, warna bibir bgt, cocok buat daily daily yg cuman buat pemanis #DiRumahAja cuman emang cepet ilang kl kena makanan dll, tp okelaaahh"
Meity,Brand favorite dan warnanya cocok dgn saya...thank you
A***i,Lucu
Gustina,Kemasan rapi dan lipstiknya rekomended utk dipakai harga nya dapet murah lagi
Katharina,Katharina
Dinie,Pengiriman cepat sampai
Destiara,Warnanya cantik banget. Suka deehhh 💞
S***o,Barang sesuai spesifikasi.. pengiriman cepat..
Natalia,Bgs
Tina,"Pagi order, besok siang sampai..👍 terima kasih..🙏"
Anastasia,Sempurna ☺️
Lamsihar,Thankss makeover mendarattt dg baik
Chaira,"Sukaaaaaaak pke bgt..mksh make over, mksh toped"
Dwinda,"Sesuai pic, sukaaa pengiriman cpt bngt mksh"
Anditha,"kualitas product ok, expired sampai 2022, packaging rapih with bubble wrap dan menjaga product. recommended, keep up the good work and quality product, thanks makeover"
Widya,"Well received, good quality"
Gledhies,Gledhies
W***a,"Thank youu.. paketnya cepat sampai, dan warna lipsticknya aku suka bangett🥰"
Rani,Bagus barangnya ssi aplikasi
m***i,Packing rapi.warna pink tp di bibir jd oren
Muchlis,Nice....
A***a,A***a
DESSY,Makasi make overnya..ibu saya suka sangad
DESSY,Makasi make overnya..warnanya bagus
IWANWAHYUDI,"mantuuulllll 👍👍👍👍 ,, barang OK sesuai pesanaann . Dapett flash sale pulaa . Mantaapp deh 🙏🏻☺️"
Aditya,Terima kasih... Dapat promo...barang sampai dengan selamat...meskipun beli satu biji tapi packing tetep mantap... Dan barang cepat sampai...
Putri,Warnanya cantikk
T***i,"Barang sesuai, proses cepat"
Olif,Mantul
J***h,Syukak dg warna nya...
a***a,"Packing rapi, mendarat dg aman. Pertama coba langsung suka. Ditunggu flashsale warna lainnya 😉."
Erina,"Bagus sekaliii😭 no cacat sedikitpun, barangnya terjagaaa. terimakasihh♥️♥️♥️"
Rahayu,Lipstiknya ringan bgt. Terimakasih
silvi,silvi
N***S,"Meskipun sudah di kardus dan wrapping, lipstiknya patah."
Dwi,"Pengiriman cepat.. Tone warna sedikit geser dr yg digoto, jthnya pink peach bukan true pink di foto"
M***a,"Alhamdulilah barang sudah sampai dengan selamat dan cepat, packing-an rapi. Barang udah pasti ori, warna nya bagusss, dapat harga promo pula 50% disc. Senang sekali belan..."
Siti,"Terima kasih. Barang yg diterima sesuai dengan yang dipesan. Mantab promonya,, Suksess selalu tokonya"
Eka,ga bisa pilih warna
Usnul,"Puas banget belanja di sini, lipstiknya ringan di bibir... kyk gq pake lipstik🤣"
w***a,Nice utk pemakaian sehari hari
f***a,"Pengiriman cepat, produk ok & warna baguuuus 👍"
Yeni,Sukkkaaaaa banget ma warnanya.....
Fitri,"cocok formulanya ga bikin bibir kering, packingnya jg cantik tp bru brp jam lipstiknya patah pengen nangis 😭😭😭makasih makeover"
D***i,"Lucu, crayon agak keras jd g kwatir patah & ga bikin warna tebal dibibir."
s***a,Best lipstik crayon for mee
Aviana,Paket sampai dgn selamat😄 Warnanya cantik bgt😍😍😍 Terima kasih banyak😊🙏
Restika,Selalu puas belanja disini
Tissa,Bagus warna lipstiknya..
hesti,barang udah sampai.. original 👍🏻
Rasta,Produk original puas kali barang sampai cepat 🥰🤗
ANNISA,Harper juga cakep warnanya suka jugaa
Anita,Anita
