Nama Akun,Ulasan
Anfa,"Awalnya smpet kesel krna pesenan tiba2 dicancel stelah pembayaran tapi udh dikonfirmasi sma miminnya katanya itu dari sistemnya wkwk gatau kenapa😄 seneng bgtt pengiriman cuma sehari, nyari2 shade crush ini susah bgttttt smpe akhirnya dapet jugaa😁 will repurchase dehh"
Erma,sukaa..warnanya cantik..makasih
Pertiwi,Cakep bgt lipstiknya. Makasih udah dikasih masker
Shinta,"padahal cuman beli satu, tapi packagingnya dibuat serapi mungkinn, bagus parah dan ga pilih kasih.. sukaaa bangettt.."
Cempaka,aman bgt bagus bgt next order lagi 🙆
Octavia,"exp date masih 12 2022. delivery cepat, kmrn pesan hari ini sampe."
Dwi,"mantap jiwa barangnya cepet sampai n mendarat dengan selamat, makasih udah dikasih free masker n free lipstik lip stylo syukaaa banget..."
Adlina,"happy banget dapet pas lagi discount... warnanya cantik, tekstur nya lembut ga bikin kering. pengiriman cepat, thank you🙏"
Anggi,"Baru mesen tgl 25 nyampenya tgl 26, gercepcepceppp thankiess"
Novianti,barang sudah sampai.. respon dan pengiriman barang cepat.. barang juga mantulll.. terima kasij
Iis,Puas
L***o,"beli 2 warna crush sama hollywood, cuma waktu dateng yg crush exp nya cpt banget cuma 1 taun meanwhile yg hollywood 2 taun. niat mau di buka agak lama an karena stok msih ad jdi harus di pakai cpt2 :')"
mila,"alhamdulillah packing nya bagus ,"
N***g,"warna lipstiknya imuut seperti yang saya bayangkan barang ori, kereeen"
a***a,barang yang dikirim sesuai dengan yang di pesan
L***a,"pengiriman cepat, respon ramah dan cepat, kualitas barang Bagus. ☺️😄"
Karlinda,Karlinda
F***i,"Pesan kemarin, hari ini langsung sampai. Mantap banget respon penjual. Dapat free masker kain pula 👍👍"
devi,"pengemasan barang sangat cepat, pengiriman juga cepat, packing sangat rapi meski beli satu sudah tmbh bubblewarp dan kardus.."
Lavina,Lavina
D***i,"Suka sama warnanya, sama dgn yg di foto"
R***i,safe packaging arrived in a day Thank you
Rania,Rania
Hidayati,Hidayati
umi,shades nya bagus banget suka! makasih ya ada free nya juga tambah mantep dong
shafira,shafira
L***a,"sukaa bgtt, warnanya cantik, pengirimannya cepatt"
lisa,"cakepp, thanks make over"
V***a,"Brg ori, sesuai pesanan, pengiriman cepat. makasih"
Yuvi,produk ok. packing ok. warna sesuai order. pengiriman cpt
dalpa,pengiriman cepat..barang bagus sesuai pesanan thank seler
H***A,bagus
Nina,kelalaian customer pesen 1 dkrm 2 lain kali harus lebih teliti lagi
Gani,good job
Keni,"packing aman, pengiriman cepat"
N***g,selalu Hollywood terbaik
Ida,"packing rapi, barang ori"
S***i,Repurchase. Thank you
aprillia,Keren bgt makeover
Aqila,Beli pas flash sale aku dapet harga cuma 30rb + dapet bonus jugaa lip matte nya tp warna nya ungu tua bgt gaakan bisa dipake (namanya jg bonus yaah yaudah)
Zahra,"Kebetulan punya ku habis. alhamdulillah harga diskon, pengiriman cepat🥰"
A***a,"Finally, lega bgt akhirnya dateng juga dong 😭 kalo kualitas udh gausa diraguin lagi pastinya bagus bgt ringan dibibir dan warnanya tu cantik banget ❤ fyi akhirnya wishli..."
Riska,terimakasih ka kemarin ikut flash sale hari ini udah sampee dikasih bonuss lagii 😍😍😍
F***a,produk oke.. pengemasan rapi.. tengkyuuu seller..
Emiliana,Emiliana
Rizqika,"Suka sama warnanya,,di pakai jg enak g bikin bibir kering.. next order warna lain 😍😍😍"
D***e,"Seneng banget udah nyampe dgn aman paketnya. Berbuble wrap tebal dan di kardus. Makasih kak, sukses selalu"
A***a,"Warnanya masuk ke kulit sawo mateng, cocok buat jadi dasar ombre, nyaman dibibir"
Matchachiw,Matchachiw
N***l,Mantap
Ditya,"Enak banget teksturnya. Kemarin beli, hari ini sampe."
Ery,Bagus banget warnanya dan enggak berat pas dipake huhu suka bangettt next mau beli warna yang lain😍
W***i,Suka banget dengan produk ini 🥰🥰🥰 packingan bagus dapat hadiah lagi. Make over the best 🥰🥰🥰 kurirnya juga ramah 👍👍👍
i***a,"Lipstiknya sesuai psenan,,packing jg aman n rapi,,pengirimannya jg cpt...👍🏻👍🏻"
Lela,barang telah sampai sesuai pesanan.Terimakasih
G***s,G***s
Ilmailina,Sdh sampai barangnya tdk ada yg rusak bagus.suka
Yody,"Pokoknya bagus lah,orang yg beli istri😁"
Ramli,Ramli
Yunica,Bagus... sesuai deskripsi
Adhela,"Cepet bangettt nyampe nyaa , bagus lagii warnanya, aaaa puas bangetttt gillllssss , recommended"
Wiwik,Fav gincu. Rapi secara packaging
A***i,Packing OK banget.. Barang sesuai Terima kasih😊😊
S***e,Kualitas produk bagus. Seller responsive.
MeiChan,Favoriiitttttteeeeeeee lg diskon pulaaaa..paket rapih dan aman..free bubble..makasih
Herliany,Gercep banget seller dan expedisi nya...the best
Mawar,"Pengiriman cepat, barang ok,, siip pokoknya"
Petro,Warna sangat bagus. Sangat lembut begitu diulas di bibir. Bentuk lipstiknya enak dipegang very reccomended. Pengiriman cepat dan dibungkus dg aman dan apik dg bag nya.
MUTIARA,Sesuai deskripsi terimakasih
