Nama Akun,Ulasan
G***i,Bagus makasih
Hana,"makeover nya aman sentosa tapi kurirnya jelek sekali, jangan pilih satria guys, dikirim seller Senin, nyampe kota bandung Minggu. agak edan"
M***a,masih lengket sih ini :( ga jauh beda ama vinyl
Merinda,Bagu bangettt
R***a,Cantik bgt warnanya😭😭🫰bakal re-purchase trus warna ini. Dan malah jd pgn co warna lain jg duhhh
E***y,Bagus bgttt
Niar,"Bahannya ringan, lembut bgt dibibir..ga bikin kering bibir..real colorstay..mantap..recommended"
i***a,bagusssss 😁
Lies,Bagus banget 👍 Tahan seharian Packingnya aman Thanks 😁
Khansa,"Lip gloss yg bahannya ringan, nyaman bgt dipakenya, transferproof, bahkan setelah makan bakso berkuah & berminyak stainnya masih ada cakep bgt, hasilnya pigmented bgt, cuma sekali celupan langsung keluar warnanya, tapi wajib banget di kocok dulu sesuai saran pemakaiannya, shade ini sesuai bgt lg sama warna bibir aku, jadi pengen coba shade lain, kamaren aku beli ini pas 12.12 harganya jd 76k, worth to buy bgt sih, kalau cuma perlu 1 lip produk yg tahan banting, males touch up & ga terlalu mahal tpi kualitas bagus bgt wajib bgt punya ini sih"
marcella,"gilaaaakk wir. ini sikkk canteeeekkk beeet....warnanyeee packjngnnya super duper aman,,,"
Ayu,"akhirnya dapet pengganti merk sebelah,lebih ringan,lebih tahan lama..pengen beli shade lainnya..."
R***a,"Barang bagus dan sesuai. Cuman gak sanggup nunggu lama pengemasan sama pengirimannya 😭 Biasanya 2 hari, ini sampe 5 hari. Jadi gak excited lagi buat nyobain."
N***g,dibibir ngg kering dan tahan lama doong ☺️
Non,"cakep warnanya, syg bgt ga beli buat ombree ternyata secakep itu"
E***n,"Amazed bgt ini lip, pigmentasi keren asliiikkk.. gk bikin bibir kering.. manteeepp buat makeover"
rena,Mantap👍
Santika,bagus bgt udah gt harganya miring bgt.....tapi untuk pengiriman lama....yah....thanks toped....
Lum,bagus
A***a,"Teksturnya mirip sama m****ll*ne vinyl. Sebuah alternatif brand pengganti yg tentunya support 🍉. Masih tricky sih cara pakenya. Harus dikocok 10 detik, tapi somehow oil sama pigment-nya masih belum bisa totally nyatu. Terus, waktu tunggu nge-set-nya lebih lama dr brand M. Agak bikin kering dan gak terlalu glossy. Somewhat patchy di bibir, tapi aku optimis kayaknya karena cara pakai yg masih kurang tepat. 🫶🏼 POSITIF-nya lagi: warnanya cuakep semua (meskipun mirip2 satu sama lain haha)."
A***a,"Teksturnya mirip sama m****ll*ne vinyl. Sebuah alternatif brand pengganti yg tentunya support 🍉. Masih tricky sih cara pakenya. Harus dikocok 10 detik, tapi somehow oil sama pigment-nya masih belum bisa totally nyatu. Terus, waktu tunggu nge-set-nya lebih lama dr brand M. Agak bikin kering dan gak terlalu glossy. Somewhat patchy di bibir, tapi aku optimis kayaknya karena cara pakai yg masih kurang tepat. 🫶🏼 POSITIF-nya lagi: warnanya cuakep semua (meskipun mirip2 satu sama lain haha)."
S***a,"warnanya bagus, ngga bikin kering di bibir, transfer proof."
Rizkia,"suka banget sama formula lock pigment bener2 kekunci awet setelah seharian plus makan,di aku glossynya ga terlalu dominan tp ketahanan juara banget,sukses make over,udah co 2 shade lanjut kepo shade lainnya 😍"
Lena,"Packaging nya rapi banget, lipstick nya udah d coba bagus Thank you make over"
M***a,"Bagus bgt lipglazednya makeover dibanding brand sebelah !!! Ga lengket sama sekali super light weight warna nya pigmented dan bagus !! foto terakhir abis makan yah .. ga gerak kan warnanya , dalem bibir aja ilang tp dikit bgt !! fix mau beli warna lainnya !! Ini aku pake shade d04 yah cakep bgt buat hari hari nude nya ga kegelapan ga keterangan .. light nude peach tp ada wrna pinknya dikit !! Suka !!"
R***i,belum dicoba nih produk baru...yg pasti sy selalu pake makeover
Novellia,Ok
Arie,"warna ny baguss bangett, next bakal koleksi warna lain..."
Sherlah,packaging nya bagus. super mewah dpt harga promo pas lauching mantab
P***i,"yang cari shade mirip vinyl ink 60, ini warna yg cocok buat kamu!"
e***e,barang datang sesuai pesanan warna oke lah
H***a,warna ini yang paling cocok untuk undertone cool kayak aku diantara shades lainnya yg memang untuk warm tone banget. wajah langsung fresh dan bisa banget buat dipakai untuk natural look
Galuh,"Warnanya agak tidak sesuai, tapi overall keren sihh 👌"
Dian,Dian
Alysa,bagus bgt!! produk make over emang ga ada yg gagal love it
Rizkia,"makasih tokped promonya pas banget launching,lipstiknya di aku yg kulit sawo matang natural peachy,ga perlu campur lip lain udah oke banget,ketahanannya markicob"
A***a,"packing aman, packaging produknya bagus. sayang pengirimannya agk lama"
A***i,A***i
W***a,"tks sesuai pesanan. packing aman. pengiriman lama, pesan tgl 12 sampai tgl 16. exp 2026. warnanya bagus. pink yg ngga terlalu pucat. masih ok buat kulit medium tan."
N***e,N***e
L***a,"warnanya cantik,packingannya okeee bangettt pdhl cma beli 1 😍🥰"
D***a,bagus pake banget❤
D***a,"warna pompous 2.0 bagus, ga crack di bibir, tekstur lumayan ok"
A***a,"Aplikator oke, tekstur oke, tahan lama, warna Vixen bagus banget di kulit W50. Lafff."
A***i,"Barang sesuai, kualitas bagus, warna cantik, tidak transfer, packing aman, penjual fast respon"
rahmania,"Suka banget,, menutup bibir yang gelap, ga cepet luntur 😍"
D***a,"bahannya ringan, pigmented dan ga lengket, paket cepat sampai, packing aman."
wulan,sangat sukaaaaaa dan memang saya suka memakai produck brand ini sejak lama dari semuanya make up ..dan yang paling saya suka lipstick yang ini paling yang aku suka
e***y,"warna jatoh nya agk pink muda dikiit di aku.. transferproof, agak lengket dikiiiiit bgt,tp awet nya mantab bgttt.. mgkn next cobain yg Never kali ya"
S***a,"Tunggu set nya tergantung ketebalan pas di apply ke bibir, ga berasa kl lagi dipakai di bibir, warnanya setingkat lebih gelap, pas dicoba makan kolak ketahanannya masih mantul - cuma memudar dibagian tengah bibir tapi sedikit banget hilang nya. Mantul 👍🏻 Thanks make over,,, paketnya juga cepat sampainya ❤️"
a***a,cakep banget!!! suka bgt sm warna texture bahkan packagingnya!! cantik yeay thank you make over
Vika,terasa ringan di bibir.. warna pas. kalem..
Ardenis,Barang diterima dengan baik
Yuko,Beli yang Lover. Sempet lama milih2 warna akhirnya pilih yang Lover. Warna cakep banget. Sesuai expektasi 🫰🙆‍♀️
L***e,"Baru pertama kali beli, semoga cocok. Beli ini jujur karena keracunan dari iklan. Untuk pengiriman aman meskipun agak lama. Packingan aman dam rapi. 👍🏻"
i***e,"pengiriman oke, ga terlalu cepet juga sih. warnanya cakeup bgt, bisa buat base ombre"
P***i,"nyoba oles dikit ke bibir tp buat makan hilang juga, katanya awet tp kok di aku gak ya?"
N***g,ringan dan lembut di bibir
D***i,Warnanya bagus dan cocok untuk bibir kering
