Nama Akun,Ulasan
Widsfrn,Bagus ori tapi ngk ada plastik penyekat antara bedak dan kacaaa
aprilia,agak kecewa karna ga dpt bonus shimmer nya ☹
Isa,Adminnya fast respon dan informatif sekali. Barang datang sesuai pesanan dengan packaging yg aman! Pengiriman cepat langsung dikirim hari itu dan diberi dapat freenya juga! Thank you!
Linda,the best
L***s,"sampeekk, as always cepet banget huhu suka banget beli disini, barang sampe tanpa damage tengkyuuu yaa"
Sari,Sari
silvi,"pertama order, barang sampai dg selamat gk ada yg cacat.. seneng bgt dpt bonus blush makasih tokopedia🥰🥰"
D***y,Sukak bgt.. ringan diwajah dan praktis pakeknya.. thx juga buat bonusnya.
S***a,Beli powder foundation N30 free shimmering powder. Kageett 😄 Thanks topeeed. Luvv 😍🥰
A***a,"yeay aku dapet free shimer bronzer, cuna emang di powdernya gaada alas pelastiknya aja, but i love it!❤️"
F***i,terimakasih bonusnya ...
djono,Terima kasih
Yani,"barang bagus, kemasan rapih dan pengiriman cpt"
Diah,"tingkyu make over, gila si ini freenya banyak bngt dapet cashback pula😍😍"
D***i,terimakasihhh beli waktu promo dan dapat bonusss produk juga happy banget...gak nyesel beli disini ❤❤❤
k***a,Thank Youuu Make Over banyak sekali bonusnyaa 🥰
I***a,"Hadiah shimer, saat terima barang pertama cuma bedak shimer nya ga ada, lalu di kirim lagi (menyusul) shimer nya , the best admin nya"
Lusiana,Terima kasih
n***n,"barang dtg lengkap, proses pengiriman supercepat, dapat bonus banyak lagi, mantap"
R***o,"Pengiriman cepat. Aman terkendali barangnya sampai rumah, bahannya bagus banget, sukak, ga ada lecet pokoknya keren. Suka banget, penjualnnya ramah next order lagi disini"
Elisabeth,"Yeay paket sudah sampai, pengemasan super cepat, packing rapih dikasih bubble wrap jg.apalagi dapet free shimering powder lagi senang sekali 🤗 ,, terima kasih byk make over,,, 🤗😍"
R***h,"beli 2 gratis 2! dgn item yg berbeda pula. worthed sekali pas harga diskon, ada cashback, dan bebas ongkir. thank you!"
Siti,mantap dpt bonus juga
N***a,Powder foundation nya bagus dipake suka. Pengiriman cepet bgt. Dapet free shimmering powder
A***s,"good, ada bonusannya juga"
dina,"Pengiriman cuepat, packing aman. Harga sangat murah pas promo. Masih dapat bonusan pula. Terimakasih banyak."
bilqis,warna terlalu gelap ketimbang di ganbar
T***a,seneng bgt dapet free produk
Mutia,puaaaassss. sering2 flashsalee..
Erikarhy,SENENG BANGETTTT DIKASI BONUS SHIMERRING AAAAKKKKKKK MAKASI YAAAA
Arik,"paking rapi,barang sampai dlm keadaan baik,dapet bonus pula...terima kasih seller"
G***h,Aaa seneng bgt dikasih bonus dongg😍 Memang secinta itu sih sama produk make over❤️
Cipta,terbaik.. cepet sampai dan dpt gift.. aahhhh sukaaaaa...
Yondanil,dapat bonus juga kata mama saya
ISMA,Pokoknya sllu suka sma make over
T***k,❤️❤️❤️❤️
L***s,"cinta banget sama nih bedak, luv banget pokoknya dan selalu cepet sampe tengkyuu"
Ayu,terimakasih bonusnya... pengiriman cepat dan pasti baguslah kualitasnya😍
a***y,"pengiriman cepat, mudah2an cocok. Thx"
L***a,"Suka banget sama produknya dan pelayanannya. Awal beli pas dateng pecah, setelah di komplain pihak toko mau ganti rugi. Dan beneran dikirim hari itu juga ❤❤❤ Keren bangetlah 👍👍"
Nanik,"Dapat bonus, harga murce.. Terimakasih"
S***n,"Packingnya rapih dan aman, pengiriman cepat, terima kasih free productnya"
eni,eni
Y***a,"di gambar free shimmering powder, stlh beli gk dpt. kl stok barang free-nya habis jgn di tampilkan lg dong gambarnya (free gift). jd pembeli tdk kecewa🙏"
Erin,Pengiriman cepat....tks bonusnya
Reza,Product as described. Free bonus. Fast delivery. Thank you
Dinda,Yeay dapat bonus shimmering powder pulak. trimsss!! Awet buat seharian 👍. Makeup jadi tahan lama. Proses pesanan cepat.
Darmawati,"Makasih barangx cepat sampai, dapet hadiah lagi 👍😘"
Diana,"Pesanan diterima dgn baik, produk original, kualitas oke,, dpt free produk jg,, terimakasiih..."
I***h,"pengirimannya cepet banget, jadi udah nyampe lg hari ini dan gk tau sih ini emang harus dapet bonus apa nggak tapi thanks bonusnya make over!"
Lili,barang di packing dgn rapi dan aman
Mai,bagus banget barang sesuai pesanan.. makasih bonus Shimmer nya .. nnt order lg deh ...
E***i,"bedaknya enakeun dipakenya, dapet bonus jugakk.. 🥰🥰🥰"
Eva,alhamdulillah barang sampe. packaging rapi dapet bonus pula. tx
y***u,bagus barang.a tapi kok casback.a gak dapet
Andrea,"Bagus banget, warnanya jg cocok dikulit saya… Pengiriman dan respon penjualnya cepet banget… Dapet bonus pola😁🥰"
Wida,"Ya Allah ,Alhandulillah makasih makeover beli pas discount trs dapet free bronzed .Makasih😘"
wahyu,selalu langganan . terimakasih sudah dapet bonus jugaa ..
Asmaul,yey dpt free shimmering powder dong🥰 luar biasa emg make over👍👍👍👍👍👍👍 sering2 y🤭🤭
a***i,sesuai pesanan dapat free juga makasih ya🙏🙏
Lindayanti,"pengiram cepat sekali,dan ada free nya lagi pokok nya mantull😁"
Mira,"seller nya responsif, fast respon, ngebantu bangeeet, karena baru pertama kali coba make over. dapet bonusnya jugaaa makasihh 💕"
T***a,wahh beneran dapet free gift plus cashback 40k. jd fua item ini cmn 80rb an aja
f***y,mantab beneran free shimmering powder + cashback 40rb
vivi,vivi
W***n,nice. banyak bonus
S***i,Bedak sampai dalam kondisi baik dan utuh. Dikasi bonus juga shimmering powder. Senang sekaliii. Thanks ya
Makmuri,"Trimakasih atas bonus powder nya , moga cocok dg wajahku"
J***y,"Produk ori, pengiriman cepat, recommended seller dikasi tau juga shade apa yang cocok buat tone kulit biar gak salah beli"
Felisiani,packingnya mantappp
Ulul,"terimakasih, barang aman, plus dpt bonus pulaa.."
Gita,puasss sama pelayanan nya terimakasih bonus nya sukses selalu
A***a,"Pengiriman cepat, bubble wrap tebal, thankyou🙏 good job👍"
Karana,"goooodd, ED jauh, sampenya cpt bgt, thx..."
Novayanti,"terima kasih barang sudah diterima,packing rapi, dan juga dapeet bonuus"
yuliza,"awalnya pecah tp langsung dikirim penggantinya, the besttt"
Tiara,"Mantuls lengkap, bubble wrap jg tebel. Bagus dan dpt bonus, jadi makin semangat belanja lebih banyak"
W***a,W***a
V***a,Cepet banget baru pertama beli dapet bonus juga thank u 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
aisya,aisya
Tri,"mksih..tk kukira trnyta barang smpai dg cpt,produk keren dn aman pula,dn waow ga nyangka free matte blusher😍kurir terkejut aku..pk kurir jga sopan,mksh bnyk guys..ga kapok blnja disini"
C***a,dapet bonus yeyy thank you
dinda,"aaaaaa seneng bgt pengiriman cepat, aman, dan dapet bonus blusher!!! thank youuu make over🥰❤️"
Viva,Seneng banget dapet free matte blusher. Thanks make oveeeer
Nila,Barang original. recomended seller.
E***a,"pengiriman cepat , dpt cashback byk dan dpt hadiah juga , makasih make over"
Ivanna,Sebagus itu ternyata. Nyesel baru beli. 😅😅😅😅
Nesya,Nesya
Ernita,"Alhamdulillah sampai dgn aman bedaknya ☺️ Pengiriman cepet banget. Beli minggu sore, malamnya langsung ikut pengiriman. Mantabbbb!!! 👍🏻👍🏻👍🏻❤️❤️"
i***u,"juaraaa..... pelayanan, respon dan produk nya ⭐⭐⭐⭐⭐⭐⭐😍👍🏻👌🏻🇮🇩, maturnuwun 🙏🏻🙏🏻🙏🏻"
d***a,packing aman
eno,"produk ori, packing aman..."
Farly,Packaging aman 🙏. Proses pesanan cepat. Packaging rapi.
A***i,seller ramah dan barang cepet diproses sesuai permintaan
ChaulitaGomez,I'm loving it . bagus dipakai cocok dg jenis kulit saya
y***e,"Pengirimannya cpt bgt, brg bagus, thnk"
I***a,"Baru mau coba, mudah2an cocok sama warna kulit"
siti,baguuusss
Ikmabagus,awalnya terima paket dalam keadaan hancur. kemudian info ke toped dan seller langsung mengganti dengan barang yang baru. benar-benar bertanggung jawab 👍
nining,nining
santi,"barang nya ori, pengiriman nya juga cepet bgt, pokonya sukaaa, recomended bgt toko nya amanah😍😍"
Savira,Savira
M***y,Pecah ancur banget barangnya tapi udah diganti yg baru
S***a,bagus....
Lidya,pengiriman cepat 👍
Vita,"fast respon,, pengiriman cepat,, packing aman sekaliii hingga mendarat dengan sempurnahh.. terimakasih"
D***s,Bagus sukaa banget warnanya juga pas dikulit bikin cerahh cocok banget dimuka yang oily
irwan,ok
Titin,terimakasih saya suka banget sudah banyak beli disini
Rina,thnks
Alifia,"suka bgtt warnanya pas di aku trs lumayan ngecover warna kulit yg gak rata, tahan lama jugaa apalagi finishnya disemprot setting spray"
Rangge,mantab..
Catharina,good product and good service
i***a,i***a
Herlinda,bagoooos.....makasih
S***A,"Adminnya fast responsif banget ngasih warna shade👍🏻 intinya selalu puas beli disini, dapet free ongkir, pengiriman cepat, harga lebih miring, dan barangnya selalu baguss❤️❤️🥰"
Arrizal,nice
Yumna,"sudah di Terima dengan baik , packing aman rapi sesuai pesanan Terima kasih"
a***l,Sesuai pesanan... Barang cepat sampai utuh tidak cacat
Anisah,nyampenya cepet.. packingnya oke pke kardus dan pake bubble warp..
Naela,Sesuai
B***a,"SEBAGUS ITUUUU 🖤🖤,packingnya aman,pengiriman juga cepet banget,cuma sehari nyampe."
Revina,"bagus banget, packaging rapih. warna yg dikirim sesuai"
Senemi,seler bagus pengiriman juga bagus barang selamat sampai gk da yg pecah makasih ya
A***e,"produk sesuai pesanan, packagingnya rapih pake bubble wrap juga, pengiriman cepat, pokoknya gak nyesel belanja di toko ini 👍👍👍"
W***W,Makasih barang udh sampai dengan selamat sentosa ... thankyou🧡
Evi,"barang sesuai deskripsi 👍 pengiriman cepat👍 makasih ya kk proses nya cepet bgt, sehari dah smpe🤗"
Selvi,"produk sesuai pesanan .. br mau nyoba nih, moga cocok di kulit .. thx u"
I***e,barang cepet bgt cuma sehari sampe...blm dicoba kyknya keterangan pilih shadenya...ya sudahlah...trims seller trims tokped
M***a,"Kualitas produk sangat baik, kecepatan pengiriman sangat baik, barang okeee banget,"
P***y,P***y
Nuzulul,alhamdulilah pengiriman cepat semiga cocok
N***a,"Produk sesuai pesanan, pengemasan superrr aman, pengiriman cepet! Makasi seller"
M***a,packing rapi dan aman. barang nyampe dg kondisi memuaskan. pelayanannya jg top.
W***n,"sebenernya agak sedikit gelap ketika di aplikasikan, tp sangat mengcover ke seluruh wajah."
C***l,pengiriman aman dan cepat
n***a,"barang dtg dlm kondisi mulu , sesuai dan cepat sekali sampainyaaa"
M***a,mantaapp...langganan .. expired 2023...pengemasan aman ..thks ya
Lulu,"puas banget, brg sesuai pesanan..., proses jg cepat.., pengiriman jg cepat.., packing rapi, selalu beli disini official store, sering2 diskon banyak dong, terima kasih"
H***i,mantap
Santiadewi,Santiadewi
Anisa,aman dan tidak rusak
Nengsih,Packing rapih dan amat sukak banget. Thanks...
w***a,Selalu ok dan akan repeat order
N***a,"Alhamdulillah akhirnya barangnya sampai juga, lumayan cepet si dan packaging juga rapi jadi aman gitu. untuk masa exp juga makasih lama thanks you seller."
Arief,"Barang sesuai pesanan, pengiriman cepat, packing bagus, recommended seller 👍👍"
Meliana,Cakeeupp🥰
R***y,"Wrnnya salah pilih, tp bedaknya baguuss"
N***a,mantap kirimnya cepet bgt jkt-sby sehari sampe
A***b,"repurchase... sebagus dan sesuka itu dengan produk make over. barang cepat sampai,meski libur nasional tetap diproses dan dikirim. Bubble wrap tebal. Next repeat order. makasih. top pokoknya 👍"
W***u,"makasih kak, psanan sesuai. packing tebal dan aman. cepat, exp lama"
A***s,Barang yg datang sesuai
Maryam,sedikit ada hint pink nya tapi tidak terlalu abu2 di wajah. mungkin krn ini netral cool ya harusnya saya pilih yqng netral warm mungkin.
anindya,"cakep banget, kontrol oil oke banget, seneng banget ya ambun pake MO yang ini :'"
I***h,Bedak paling mantul to ga kerasa kek pake bedak
S***i,"bagus banget.... barang sampai dengan selamat, sesuai harapan warnanya, semalem order pagi sudah sampai, cepat sekali.... Terima kasih...."
Yayan,"Fast response, packing sangat amaaan sekali, fast delivery, thanks seller!"
rika,"puas, barang sesuai pesanan, harga terjangkau, pengirimannya jg cepat"
W***i,"Respons cepat dan kirimnya cepat, produk juga OK"
M***o,"Barangnya sampainya cepat, pengemasan juga aman, pakai bubble wrap tebal."
airrr,pengiriman sgt cepat👍👍👍
Hemas,"Come in package yg super safe , thankss"
Lely,puas suka bgt
Trie,barang ok good job
d***y,"admin nya cepat responnya, pengemasannya rapi , pengiriman ok. Dan mudah2an barangnya sesuai espektasi... 👍👍👍"
pangetikadwi,"baru mesen sore,terus besok paginya langsung dikirim, mantapppssss"
sri,packing sangat rapih
Arif,Sempurna untuk penjualnya
V***a,"pengiriman cepat, expired masih lama, bedaknya kayak bikin cakey gitu ya, terus ga ngecover di aku, baru coba diarea mata sih"
Elva,Suka bgttt belanja disini
Aris,Aris
C***a,C***a
shelly,"Adminnya ramah, pengiriman cepat🥰"
Naomi,respon dan pengiriman cepat trimssss
M***d,"Fast respon, packing rapi dan aman meskipun order 1 item"
Betty,"Barang sampai dengan selamat, sesuai orderan, di kemas dengan baik Terima kasih"
A***a,"pengiriman cepat, shade sesuai, barang aman ga ada yg pecah atau retak 👌"
Ruben,order tgl 17 sampai tgl 18..cepat sekali responnya.
Yufa,puas banget.. trimakasih
Leonita,"Selalu suka sm make over. Kualitas bagus, harga nyaman di kantong. Pengiriman cpt"
ZidanGibran,cepet bgt asli order jm 9mlm siangny dh nyampe
V***a,pengiriman cepat
Tuty,"cepet sampenya udah gitu murce dan original bedak make overnya.. sukaa, bakal langganan nie disini, sering2 ngadain promo yaa.."
a***a,"sukaaa, walau hari sibukk pas lebaran tetap cepat pengirimannyaa, sebenernya nomernya agak kecerahan, tapii masihh bisaaa dipakaii lahh, besokk kalau pesen lagi nambah nomer dehhh"
Bernadetha,selaluui baguss coverage nya. bikin tampilan flawless. Pengiriman cepaattt. recommended.
Yusni,mantab
Kaila,bedaknya lebih powdery
H***y,cepat pengirimanx..dan packing rapi aman sampai tujuan
Raty,"sesuai deskripsi, terimakasih"
Ingrid,berkali kali puas sm make over dan proses pengirimannya Is The Best.....👍👍👍👍👍
Damarasih,fast respon.. mksh ya..
J***a,Alhamdulillah barang sudah datang terima kasih..
Bintang,sippppp terimakasih 👍
Dian,mantapp dpt hrga promo ...
Widhiastuti,"Sampai dg selamat, brg ga rusak ataupun retak dalamnya"
Maudyana,mantap....
Najwa,terima kasih cepet bgt sampeinya..
y***a,y***a
Harni,Harni
U***A,U***A
Juwita,"udah cocok banget sama twowaycake ini, dan harus dapet shade W33, cuma kurang 1 aja sih, kapan keluarin refill nya? di rumah udah numpuk banyak case, semoga segera keluarin refill powerstay matte powder foundation yaa.."
Bakul,packing aman barang sesuai
Nony,"pengirmn cpt ,respon cpt ,lmyn dpt promo.."
Fatmawati,barang ori. makasih tokped
D***o,Dikasih barang yg kayak gini dong. tadinya mau nyalahin ekspedisinya tapi buble wrapnya kuat kok. Ga ada tanda tanda di banting ekspedisi. Salamin aja deh buat bagian QC dan pengemasan. Semoga berkah karir dan rezekinya 👍
E***o,Beberapa kali belanja di sini selalu puas
deschaniago,pokoknya cakeup
S***a,Kalau kualitas bedaknya sih bgs. Cmn skr emng g pake plastik kacanya ya.
L***y,packing nya rapih...
suci,Super cepet selalu ok as always
Ari,suka sangat
I***a,warnanya pas sama kulitku
Diba,pengiriman cepat
Muji,bagussss
R***a,pengiriman cepat dan biarkan bintang berbicara 🤩
Veyronicca,"kilat sekali pengemasan nya,produk ok. admin responsif sekali thanks makeover"
C***t,"nyampe cepet, packing aman, shade nya bener, exp date masih lama, puas banget deh beli nya~"
Hera,cepet bgt sampainya
Dyah,"gila sih packagingmya aman banget, cuma beli bedak tapi dipakein kardus, bubble wrapnya juga banyak. Pengirimannya juga cepat, didalem bedaknya juga ada pengamannya lagi."
i***n,paket ok... pengiriman cepat
Risda,makasih kaaa udah sampe orderannya maaf baru sempet kasih penilaian
Agus,barang ok
N***y,"Fast respon and delivery, good packaging"
a***i,pengiriman cepat.brg bagus sesuai pesanan.tks
Choki,cepat sampai dan dijamin ori nya
retnodiya,"sesuai pesanan, pengiriman cpt banget😍"
A***e,"Asli, terbungkus dengan rapi...terimakasih, packing dan kurir bagus. Mantap deh"
evi,"mendarat sangat cepat,,cuma sehari,sesuai pesanan dan dapat potongan harga.thanks."
Hanna,baru datang. belum dicoba. tapi bagus keliatan nya. semoga cocok aamiin thanks Make Over dan kurir
Wike,puas bangetttt 👍👍👍
Rosdiyanti,Pengiriman cepat dan rapih
Yuanita,"bagus, bikin warna kulit jadi rata"
W***h,"packaging nya aman, bubble wrap tebal, pesanan jg sesuai. kalo dari segi kualitas produknya, bedaknya halus, lumayan jg buat kulit kombinasi"
AJENG,Harga Diskon... produk dikemas dengan baik jadi aman... Top seller
Miladiya,"maaf baru review,,,pengiriman cepet bgt, terus minta exp.2023, dikirim 2024, mantull bgt...."
Lisnasariayukenvi,"udah sekian lama nggak belanja di tokped. tapi liat ada diskon + cashback terus nyobain order hehe alhamdulillah make overnya sesuai orderan W22. makasih kak. semoga rezekinya lancar, sukses selalu. amin"
Dwi,gk pernah ragu lg buat beli make over di OS tokped pasti ori dpt disc jg.
L***a,cepat responnya dan barang aman sampai tujuan
Bernadet,exp msih lama
Rohima,"pengiriman sangat cepat, respon cepat bedaknya bagus bngt, matte dan halus terimakasih"
Arum,Arum
Stellya,harganya lagi promo dan sesuai dengan yang diinginkan
Arindi,makasih paragon akhirnya aku punya bedakk dan lipstik lagi. krnakemarin hilang beserta pouchnya
L***s,"cintaaaaa banget sama bedak ini huhu, nggak tau udah berapa kali beli ini, muka kayanya maunya sama ini bedak doanggg luvvv tengkyuu 😘😘"
S***i,"respon dan pengiriman cepat,paking rapih,thank"
N***i,"luaarrr biaasaa barang sesuai pesenan oke bgt gak ada yg rusak, mulussss thanks"
Rudy,"semoga cocok bedaknya... pengiriman cpt, packing aman pake dus+bubble wrap 👍👍👍"
Purna,"Suka banget sama produknya😍 belum diuji coba ketahanannya di muka aku yg cenderung berminyak, tapi dari segi warna dan formulanya aku suka! Packingan rapih, pengiriman juga cepet bgt. Check out semalem dan sore ini udah sampe, Thank you make over! Ditunggu diskon diskon produk lainnya 🥰"
Nur,alus banget dipakai tp coverage kurang ya tapi bisa diakalin pakai concealer sih lovv
yuniarti,sesuai pesanan
Ega,Puas cpt kirimnya.. Cuman salah pilih shade aku Jatuhnya agak gelap ke kulitku ...
Y***a,Pengiriman cepat sekali. Barang oke. Pengemasan rapi. Sudah repurchase ke 3x. Efforless bgt pemakaian Matte Powder Foundation dari MakeOver ini. Luv! Thankyou
Dyah,"Cepat, packing aman, barang ok.. Love it thanks"
Y***y,"packing rapi, produk sesuai dengan yang dipromosikan"
E***r,cuepet trus rapih pulak packingannya. thanks makeover
Toeti,Pengirimannya cepat dan paketnya aman.. Terimakasih!
yolanda,"pengiriman cepat, barang sesuai, shade yg diminta pun sesuai w33 honey beige.. sayang ny box bedak nya penyok, tpi si case bedak ny masih oke jdi gpp deh.."
I***i,paket dikirim pakai buble jadi aman
Aqmarina,produk sudah sampai terima kasih
d***i,lumayan dapet lg disc.. exp lumayan lama 27_02_2023 cashback pula 25rb ke ovo point 😁 pertama coba sii moga bagus yaa... kmren smpt chat tanya exp tp ga d respon..
Y***a,"shade nya alhamdulillah cocok di kulit dan semakin lama hasilnya semakin natural. Buat cs nya tolong belajar lagi buat pemahaman shade produk nya, masa saya warm undertone disaranin pake shade neutral."
Michelle,pengiriman cepat barang diterima dengan kondisi baik..
Putrisdy,bagus bgt no debat.. W33 cocok bgt warnanya di akuu seneng bgt bisa nemuin bedak yg warnanya sama bgt sama kulit aku.. luv deh
m***d,terimakasih dapat free masker mata🙏
Agustina,Bagus. Matte jadi muka ga mengkilat
Tun,semoga cocok
P***a,produk baguuuus ...
Muhammad,spons nya kotor
itha,pengiriman cpt.dipaketin pun aman bget.mantap seller👍👍
Jacinta,Jacinta
arteta,"pengiriman produk sangat cepat, packing kemasan produk juga sangat aman dilapis bubble warp dan kardus , kualitas produk sangat bagus"
Ratu,"bubble wrap tebel banget plus pake kardus juga, jadi barang nyampe nya aman ❤️"
S***i,Terima kasih barang nya sudah keterima dengan keadaan baik... 🙏😊
vikaayu,terimakasih alhamdulillah akhirny
I***h,"senengnya gak salah pilih shade. pesen kmrn, hari ini udh sampe. terimakasih seller🥰"
Nelda,mantapppp. packaging aman. thanks seller
N***a,"respon cpt, pengiriman jg cpt..tq"
C***e,Barang sesuai deskripsi. Respons dan pengiriman cepat. Terima kasih.
Delly,Pesanan udah sampai dengan aman...👍👍👍
S***i,packing aman dan cepet
Dewi,"fast respon ,,pengiriman cepat. packing aman bgt...top dee"
E***i,Produk kualitasnya bagus. Diproses cepet banget ama seller
Stella,Bagus
G***i,"packing super aman bubble wrap nya penuh bangeeet, pengiriman cepet dan produk original. thank you"
Cucun,"Kualitas produk sangat baik,,,packing sangat sangat aman,,,,respon chat baik,,,,,pokonya recomended banget deh,,,,terima kasih banyak"
Siti,pengiriman cepat dapet diskon juga lebih murah hehe packing rapih pake bubble wrap
Bernadheta,Bernadheta
I***e,I***e
Melyana,baru mau coba..semoga cocok dan sebagus review nya
E***a,"pengiriman cepat dan aman ga rusak, pas promo jg thx"
Paramitha,sumpah ga ngerti lg cepet bgt sampenya malem pesen bsk sore udh nyampe:( pdhl free ongkir. terbaiiikkk
T***a,mantapp sesuai pesanan
N***h,"baguss , pengiriman cepet bgt"
L***a,bagus bgt ringan bgt coverage bgt
sinta,"tekstur lembut,warna cocok."
Sabrina,"pengemasan cepet bgt, pesan sore malemnya udh shipping. ada promo juga ditambah voucher makin murahhh. barang sesuai shade yg dipesan"
veemmina,suka soalnya barangnya cepet nyampe & ga ada yg rusak
S***i,"Gk pernah kecewa beli disini, selalu terjamin kualitas dan pengirimannya."
K***a,cepet bgtt sampenyaaa
intan,"Packing oke tp kenapa dapet barang yg boxnya sobek, untung ga cacat dalemnya.."
Sriwahyuni,alhamdulillah barang nya udah nyampe...packing nya rapih pake buble wrap dan produk jg asli.
n***a,"sesuai dg pesanan, pengiriman sangat aman.trmksh..."
N***a,"sayang tidak dikasih hadiahnya, beda banget sama official online shop tmpt lain.minta gift dikasih krna uda transaksi belanja banyak,kalo ini mah enggak🥴..#engga langganan lah.."
Nur,mantul barang ori..😍😍😍
I***n,Ori
Echi,tanpa foundie udah saya pake. alhasil bbrp jam udah jelek aja ga sprt ekspektasi gue. ga rekomen mending beli powder padatnya aja. sayang uang bahahaaaaa...
wulandari,udah sampai. puas belanja disini.barang nya bagus. respon admin fast response bgt dan ramah juga. barang langsung dikirim. makasih yaa.
R***y,mantap jiwa raga
Jihaan,pengiriman cepet bangettttttt bayar magrib ehhh besok sorenya udh sampeeee... dapet harga diskon plus dapet voucher potongan juga jadi makin murahhhh
A***i,A***i
J***i,ah mantap
R***y,barang original pengiriman cepat packing aman thx
Yohana,"Pengiriman cepat, barang ori memuaskan belanja di toko ini, next beli lagi"
Nur,"puas banget sama produk nya nyampe sesuai pesanan, tp kecewa dg expedisi nya. apalagi kurir nya...hhhh jutek banget, mana gak sampe ke rumah"
Nania,Kualitas produk sangat baikk produk original .... tak kira kecerahan tapi masuk di kulit Mika.. makasih
Erna,"bedaknya bagus bangeeet,, bikin wajah jadi halus dan mulus..."
Linda,Good products
Sari,MANTUL
F***a,cepet nyampenya..barang oke exp lama
L***l,selalu suka keliatan natural
Nurhasanah,"Puasssss bgt, pelayanan cepettt"
D***a,"Ini campuran cream foundi dan powder makeover. Hasilnya bagus dan coveragenya lumayan. Ga terlalu putih juga shadenya, karena pernah nyoba yg N30 tp msh terlalu gelap hehe. Akhirnya nemu shade yg pas."
Berdo,pengemasan baik dan rapi.. keren..
L***n,"Pengemasan baik, barang sampai dengan baik. Terima kasih"
Saily,alhamdulillah kak sudah saya pake dan Bagus banget masyaallah... 🥰🥰🥰🥰🥰
Olivia,Match the skin colour perfectly. Works quite well.
I***a,pengiriman cepat dan pengemasan aman
geti,"barangnya aman, ga pecah atau retak sama sekali"
Isti,Sesuai
R***e,"produk original, kualitas baik"
zumay,"barang nya cepat nyampek, packaging nya rapi, dan isinya tetap utuh👍❤️"
Endriyana,belum coba.amg cocok..trimakasih Aman barangnya.seller ramah
a***a,"keren pas sampe langsung coba n ternyata tahan minyak bgt di cuaca panas kyk gini, mantap"
Cintia,Bagus banget. warna nya sesuai sama kulit aku. next beli lagi ^^/ pengemasannya aman. pengirimannya cepat. Pokoknya bagus deh. makasih sayyy ^^/
Andre,barang ori tks
A***a,pengirimannya mayan cepat. packagingnya aman. bublenya double
devi,devi
dhania,bagus
A***h,A***h
R***t,"Produk bagus, pengiriman cepat."
Mafira,"Tekstur bedaknya bagus, ga terlalu dempulan walaupun ada foundationnya. Warna warm sandnya jg cocok dan natural di kulitku yg sawo matang. Untuk ketahanannya belum ku tes, semoga aja sesuai klaimnya bisa oil control. Penjualnya gercep banget dari konfirmasi pembayaran sampai pengiriman barang. Terima kasih, laris terus yaaa"
r***i,"pketan nya udah smpai dan pengiriman nya sangat cepat ,akhir nya dpet lipstik nya walaupun ada yg ketingalan ,tpi katanya mau di kirim lagi..di tunggu kiriman nya... untuk mimin nya bgus cpat tanggap..mksihh suka pokok nya ... next order lagi"
Sri,"baguss, orii, tanggal kadaluarsanya juga lumayan masih lama november 2023"
E***a,"cakepp, shadenya juga pas sama kulitku"
Isti,murce murce murce pengemasan cpt
S***a,Suka banget barang cepet sampenya jugaaa dan harga diskon + cashback hehe
F***a,barangnya bagusbarangnya bagusbarangnya bagusbarangnya bagusbarangnya bagusbarangnya bagus
N***i,Packing cakep.. barang sesuai pesanan🥰
Siti,"cepet banget pengiriman nya, teksturnya pas, exp masih lama thankyou"
E,Ok
NANDA,mantul pengiriman nya cpt barang sesuai makasih ....
AbdiHidayatLinah,AbdiHidayatLinah
D***h,shade nya sesuai untuk undertoon cool yang pasti pengiriman cpt banget respon admin juga baik ga ngecewain pkknya .. nyesel ga beli sekalian sama serum dan primernya. malah beli di e-commerce lain yg ga pernah ada diskon huhu
E***i,Bagusss kualitasnya.
N***a,"Alhamdulillah aman sentosa, damai sejahtera, Indonesia jaya 🇲🇨"
P***i,P***i
Biyanto,Terima kasih Kak... Barang telah di terima....
W***i,"wah suka banget, cepat sampai, warna sesuai, tapi kuning banget ya shade 41 but its okay"
B***h,"Pengiriman cepat, barang datang sesuai dengan kondisi baik. Thanks"
L***y,amaaaan 👍
Liza,"mantul pokoknya, pengirimana juga cepet banget..."
Mei,"pengiriman cepat, produk original trus pas beli harga oke dan dapat cashback 👍"
Y***a,Packaging rapih banget dan bedaknya juga gak pecah pas paketan dilempar sama kurir 😭😭😭😭
Senja,"warnanya cocok utk kulit sawo matang , pengiriman cepet bgt"
Landi,di IG promo nya min purchase 150k dapat sponge aeris. ini ngga dapet
l***a,packing rapi tapi mungkin lebih baik apabila dalam dus bedak nya diberi bubble lagi spy bedak tidak retak.
V***a,"asli cepet bangett pesen hari itu dikirim hari itu juga. dan produknya gapernha ngecewain bagus banget nutup bekas jerawat dan shade w33 cocok ko dikulit sawo matang agak putih. jd gakeputihan dan cocok untuk yg undertonenya warm. ada cinta bgt❤️ thanks seller, sellernya ramah juga dan gercep"
M***a,shade w33 cocok di aku. pengemasan cepat sekali. exp msh 2023
Elly,"Favorite, dpt harga murah, tq"
N***i,respon dan pengiriman cepatt... mantapppp
S***t,puas dan smpe dgn slamat. mkash ya . kdnxnxjxn djxj zhsbsbs shxhx xhxb sjsjsndhxhso
Mirna,baguuuus
A***a,Pengiriman cepat sekali hanya sehari langsung sampai!
Heni,barang bagus
